,question,entities,MuHeQA_NER,MuHeQA_PoS,MuHeQA_NER+PoS,FLERT,BERT,RoBERTA,MuHeQA_FLERT
3467,What label signed tiktak,['Tiktak'],['tiktak'],"['label', 'tiktak']",['tiktak'],[],[],['tiktak'],"['label', 'tiktak']"
3468,Where was greg ayres born,['Greg Ayres'],['greg ayres'],['greg ayres'],['greg ayres'],['greg ayres'],[],['greg ayres'],['greg ayres']
3469,Name a film that brad anderson worked on as an editor,['Brad Anderson'],['brad anderson'],"['film', 'anderson', 'editor']",['brad anderson'],['brad anderson'],[],['brad anderson'],['brad anderson']
3470,where was koji kondo born ,['Koji Kondo'],['koji kondo'],['koji kondo'],['koji kondo'],['koji kondo'],[],['koji kondo'],['koji kondo']
3471,what's an example of a hard rock album,['hard rock'],[],['hard rock album'],['hard rock album'],[],[],[],['hard rock album']
3472,what kind of music is hazell dean known for?,['Hazell Dean'],['hazell dean'],"['music', 'hazell dean']",['hazell dean'],['hazell dean'],[],['hazell dean'],['hazell dean']
3473,what is josh lewin's nationality,['Josh Lewin'],['josh lewin'],"['josh lewin', 'nationality']",['josh lewin'],['josh lewin'],[],['josh lewin'],['josh lewin']
3474,What is the genre of the album nightmoves?,['Nightmoves'],['nightmoves'],['album nightmoves'],['album nightmoves'],[],[],[],['album nightmoves']
3475,what language was used in the film escarpment blues,['Escarpment Blues'],['escarpment blues'],"['language', 'film escarpment blues']",['film escarpment blues'],[],[],['escarpment blues'],"['language', 'film escarpment blues']"
3476,which company published mortal kombat: special forces?,['Mortal Kombat: Special Forces'],['mortal kombat: special forces'],"['company', 'mortal kombat', 'special forces']",['mortal kombat: special forces'],[],[],['mortal kombat: special forces'],"['company', 'mortal kombat', 'special forces']"
3477,where was joão josé pompeo born ,['João José Pompeo'],['joao jose pompeo'],['joão josé pompeo'],['joao jose pompeo'],['joão josé pompeo'],[],['joÃ£o josÃ© pompeo'],['joão josé pompeo']
3478,What position does athlete hair zeqiri play?,['Hair Zeqiri'],['hair zeqiri'],"['position', 'athlete', 'zeqiri']",['hair zeqiri'],[],[],['hair zeqiri'],"['position', 'athlete', 'zeqiri']"
3479,who were the children of george herbert walker?,['George Herbert Walker'],['george herbert walker'],['george herbert walker'],['george herbert walker'],['george herbert walker'],[],['george herbert walker'],['george herbert walker']
3480,Name a pop rock album.,['pop rock'],[],['pop rock album'],['pop rock album'],[],[],[],['pop rock album']
3481,which artist is signed to capitol records,['Capitol Records'],['capitol records'],"['artist', 'capitol records']",['capitol records'],[],[],['capitol records'],"['artist', 'capitol records']"
3482,what country released the movie spy smasher,['Spy Smasher'],['spy smasher'],"['country', 'movie spy smasher']",['movie spy smasher'],[],[],[],"['country', 'movie spy smasher']"
3483,where did george topolnisky die,['George Topolnisky'],['george topolnisky'],['george topolnisky'],['george topolnisky'],['george topolnisky'],[],['george topolnisky'],['george topolnisky']
3484,in what country did the film soldiers home take place,"[""Soldier's Home""]",['soldiers home'],"['country', 'film soldiers', 'place']",['soldiers home'],[],[],[],"['country', 'film soldiers', 'place']"
3485,What is the genre of the film hoot (film),['Hoot'],['hoot'],"['film hoot', 'film']",['film hoot'],[],[],[],"['film hoot', 'film']"
3486,what is jaime camino's sex?,['Jaime Camino'],['jaime camino'],"['jaime camino', 'sex']",['jaime camino'],['jaime camino'],[],['jaime camino'],['jaime camino']
3487,what city is bill drayton from,['Bill Drayton'],['bill drayton'],['city'],['bill drayton'],['bill drayton'],[],['bill drayton'],['bill drayton']
3488,What is the name of a film that michael kahn edited,['Michael Kahn'],['michael kahn'],"['film', 'michael kahn']",['michael kahn'],['michael kahn'],['chael ka'],['michael kahn'],['michael kahn']
3489,What kind of film is hamill,['The Hammer'],['ham'],"['film', 'hamill']",['hamill'],[],[],['hamill'],"['film', 'hamill']"
3490,What band recorded the album speaking in tongues,['Speaking in Tongues'],['speaking in tongues'],"['band', 'album', 'tongues']",['speaking in tongues'],[],[],[],"['band', 'album', 'tongues']"
3491,what label is jody porter signed with ,['Jody Porter'],['jody porter'],"['label', 'jody porter']",['jody porter'],['jody porter'],[],['jody porter'],['jody porter']
3492,Where did alec burgess die,['Alec Burgess'],['alec burgess'],['alec burgess'],['alec burgess'],['alec burgess'],[],['alec burgess'],['alec burgess']
3493,What nation is maxence flachez from?,['Maxence Flachez'],['maxence flachez'],['nation'],['maxence flachez'],['maxence flachez'],[],['maxence flachez'],['maxence flachez']
3494,what is daisaku shinohara's gender?,['Daisaku Shinohara'],['daisaku shinohara'],"['daisaku shinohara', 'gender']",['daisaku shinohara'],['daisaku shinohara'],"['da', 'hino']",['daisaku shinohara'],['daisaku shinohara']
3495,who created iron man,['Iron Man'],['iron man'],['iron man'],['iron man'],[],[],['iron man'],['iron man']
3496,who wrote the story for a goofy movie,['A Goofy Movie'],[],['goofy movie'],['goofy movie'],[],[],[],['goofy movie']
3497,which country released late bloomers,['Late Bloomers'],['bloom'],"['country', 'late bloomers']",['late bloomers'],[],[],[],"['country', 'late bloomers']"
3498,what type of movie is thanga meenkal?,['Thanga Meenkal'],['thanga meenkal'],"['movie', 'thanga meenkal']",['thanga meenkal'],['thanga meenkal'],[],"['thanga me', 'al']",['thanga meenkal']
3499,What genre of book is the eye and the finger,['The Eye and the Finger'],['eye'],"['book', 'eye and', 'finger']",['eye and'],[],[],[],"['book', 'eye and', 'finger']"
3500,What is an album by cheryl cole?,['Cheryl'],['cheryl cole'],['cheryl cole'],['cheryl cole'],['cheryl cole'],[],['cheryl cole'],['cheryl cole']
3501,Which country was the film the little cowboy from,['Yumurcak Küçük Kovboy'],['the little cowboy'],"['country', 'film']",['the little cowboy'],[],[],['the little cowboy'],"['country', 'film']"
3502,What major conflict occured in hebron?,['Hebron'],['hebron'],"['major conflict', 'hebron']",['hebron'],['hebron'],['hebron'],['hebron'],['hebron']
3503,what is paul d. maclean's nationality,['Paul D. MacLean'],['paul d. maclean'],"['paul d. maclean', 'nationality']",['paul d. maclean'],['paul d. maclean'],[],['paul d. maclean'],['paul d. maclean']
3504,what is ridley from metroid's gender,['Ridley'],"['ridley', 'metroid']","['metroid', 'gender']","['metroid', 'ridley']",[],[],['ridley'],"['metroid', 'gender']"
3505,which united states representative was born in albuquerque?,['Albuquerque'],"['united states', 'albuquerque']","['united states representative', 'albuquerque']","['albuquerque', 'united states representative']","['united states', 'albuquerque']",['albuquer'],"['united states', 'albuquerque']","['albuquerque', 'united states representative']"
3506,where was theodore conover born,['Theodore Conover'],['theodore conover'],['theodore conover'],['theodore conover'],['theodore conover'],[],['theodore conover'],['theodore conover']
3507,who is sandeep dikshit's mother,['Sandeep Dikshit'],['sandeep dikshit'],"['sandeep dikshit', 'mother']",['sandeep dikshit'],['sandeep dikshit'],"['sand', 'diks']",['sandeep dikshit'],['sandeep dikshit']
3508,what is the ethnicity of konnie huq?,['Konnie Huq'],['konnie huq'],[],['konnie huq'],['konnie huq'],[],['konnie huq'],['konnie huq']
3509,What gender is charles clinton spaulding,['Charles Clinton Spaulding'],['charles clinton spaulding'],"['gender', 'charles clinton']",['charles clinton spaulding'],['charles clinton spaulding'],[],['charles clinton spaulding'],['charles clinton spaulding']
3510,Who's the executive producer for shut up and play the hits,['Shut Up and Play the Hits'],['shut up and play the hits'],"['shut', 'and hits']",['shut up and play the hits'],[],[],[],"['shut', 'and hits']"
3511,what position does mykhaylo starostyak play?,['Mykhaylo Starostyak'],['mykhaylo starostyak'],"['position', 'mykhaylo starostyak']",['mykhaylo starostyak'],['mykhaylo starostyak'],['mykha'],['mykhaylo starostyak'],['mykhaylo starostyak']
3512,which artist is considered a ranchera artist,['ranchera'],['ranchera'],"['artist', 'ranchera artist']",['ranchera artist'],[],[],[],"['artist', 'ranchera artist']"
3513,What is vladimir rogachyov's gender?,['Vladimir Rogachyov'],['vladimir rogachyov'],"['vladimir rogachyov', 'gender']",['vladimir rogachyov'],['vladimir rogachyov'],['vladimir'],['vladimir rogachyov'],['vladimir rogachyov']
3514,Which English band is on the record label decca records?,['Decca'],"['english', 'decca records']","['English band', 'record label decca records']","['record label decca records', 'english band']","['English', 'decca records']",['English'],"['English', 'decca records']","['record label decca records', 'English']"
3515,what is Álvaro solís's position in soccer?,['Álvaro Solís'],['alvaro solis'],"['Álvaro solís', 'soccer']",['alvaro solis'],['Álvaro solís'],"['Á', 'varo sol']",['Ã ģlvaro solÃŃs'],['Álvaro solís']
3516,what is patrick farrelly's nationality?,['Patrick Farrelly'],['patrick farrelly'],"['patrick farrelly', 'nationality']",['patrick farrelly'],['patrick farrelly'],[],['patrick farrelly'],['patrick farrelly']
3517,who was involved in world war ii?,['World War II'],['world war ii'],['world war ii'],['world war ii'],['world war ii'],[],['world war ii'],['world war ii']
3518,what is ksenija pajčin's country of origin?,['Ksenija Pajčin'],['ksenija pajcin'],"['ksenija pajčin', 'origin']",['ksenija pajcin'],['ksenija pajčin'],"['ksen', 'aj']",['ksenija pajÄįin'],['ksenija pajčin']
3519,Who was born in australia,['Australia'],['australia'],['australia'],['australia'],['australia'],['au'],['australia'],['australia']
3520,which american gothic group is signed to metropolis records,['Metropolis Records'],"['american gothic', 'metropolis records']","['american gothic group', 'metropolis records']","['metropolis records', 'american gothic group']","['american', 'metropolis']",[],"['american gothic', 'metropolis records']","['metropolis records', 'american gothic group']"
3521,What language is spoken in the spirit of '45 ,"[""The Spirit of '45""]",[],"['language', '45']","['language', '45']",[],[],[],"['language', '45']"
3522,which drama film was released in 1922?,['drama film'],[],"['drama film', '1922']","['drama film', '1922']",[],[],[],"['drama film', '1922']"
3523,What is the gender of alan m. wilner,['Alan M. Wilner'],['alan m. wilner'],['alan m. wilner'],['alan m. wilner'],['alan m. wilner'],[],['alan m. wilner'],['alan m. wilner']
3524,what is youssef haraoui's gender?,['Youssef Haraoui'],['youssef haraoui'],['gender'],['youssef haraoui'],['youssef haraoui'],['youssef haraou'],['youssef haraoui'],['youssef haraoui']
3525,what country gives nationality to toeti heraty,['Toeti Heraty'],['toeti heraty'],"['country', 'toeti heraty']",['toeti heraty'],['heraty'],[],[],['toeti heraty']
3526,which country is linda scott from,['Linda Scott'],['linda scott'],['country'],['linda scott'],['linda scott'],[],['linda scott'],['linda scott']
3527,What is Alexander Mindadze nationality?,['Aleksandr Mindadze'],['alexander mindadze'],['Alexander Mindadze nationality'],['alexander mindadze nationality'],['Alexander Mindadze'],['Alexander Mindad'],['Alexander Mindadze'],['Alexander Mindadze']
3528,what country is césar from,['César'],['cesar'],['country'],['cesar'],['césar'],[],['cÃ©sar'],['césar']
3529,Which position did former football player hans klinkhammer play?,['Hans Klinkhammer'],['hans klinkhammer'],"['position', 'former football player', 'klinkhammer']",['hans klinkhammer'],['hans klinkhammer'],[],['hans klinkhammer'],['hans klinkhammer']
3530,What asteroid group is 8986 kineyayasuyo a part of?,['8986 Kineyayasuyo'],['kineyayasuyo'],"['asteroid group', '8986 kineyayasuyo']",['8986 kineyayasuyo'],[],[],['kineyayasuyo'],"['asteroid group', '8986 kineyayasuyo']"
3531,Who did the cinematography of horsing around,['Horsing Around'],"['ho', 'ing']",['horsing'],['horsing'],[],[],[],['horsing']
3532,Name a film john carpenter has directed.,['John Carpenter'],['john carpenter'],['film john carpenter'],['film john carpenter'],['john carpenter'],[],['john carpenter'],['film john carpenter']
3533,what instrument does dean tidey play,['Dean Tidey'],['dean tidey'],"['instrument', 'dean tidey']",['dean tidey'],['dean tidey'],[],['dean tidey'],['dean tidey']
3534,"who is prince richard, duke of gloucester's father ","['Prince Richard, Duke of Gloucester']","['prince richard', 'duke', 'gloucester']","['prince richard', 'gloucester', 'father']","['gloucester', 'prince richard', 'duke']","['richard', 'gloucester']",[],"['richard', 'gloucester']","['gloucester', 'prince richard']"
3535,what country does the playboys take place?,['The Playboys'],[],"['country', 'playboys', 'place']","['country', 'playboys', 'place']",[],[],[],"['country', 'playboys', 'place']"
3536,which comic book writer was born in pennsylvania,['Pennsylvania'],['pennsylvania'],"['comic book writer', 'pennsylvania']",['pennsylvania'],['pennsylvania'],[],['pennsylvania'],['pennsylvania']
3537,where was (29170) 1990 oa3 discovered?,['(29170) 1990 OA3'],[],"['29170', '1990 oa3']","['29170', '1990 oa3']",[],[],[],"['29170', '1990 oa3']"
3538,what's a film that brad grey produced,['Brad Grey'],['brad grey'],"['film', 'brad grey']",['brad grey'],['brad grey'],[],['brad grey'],['brad grey']
3539,What kind of netlfix film is hachi: a dog's tale?,"[""Hachi: A Dog's Tale""]","['netlfix', 'hachi:', ""dog's tale""]","['netlfix film', 'hachi', 'dog', 'tale']","[""dog's tale"", 'hachi:', 'netlfix film']","[""hachi : a dog 's tale""]",[],"['net', 'hachi']","[""hachi : a dog 's tale""]"
3540,in which country is the tonight starring steve allen program produce,['Tonight Starring Steve Allen'],"['tonight', 'steve allen']","['country', 'tonight', 'steve allen program produce']","['steve allen program produce', 'tonight']",['steve allen'],[],['steve allen'],['steve allen program produce']
3541,where did leonardo conti die,['Leonardo Conti'],['leonardo conti'],['leonardo conti'],['leonardo conti'],['leonardo conti'],[],['leonardo conti'],['leonardo conti']
3542,"What county is rochester hills, michigan in?",['Rochester Hills'],"['rochester hills', 'michigan']","['county', 'rochester hills']","['michigan', 'rochester hills']","['rochester hills', 'michigan']",[],"['rochester hills', 'michigan']","['michigan', 'rochester hills']"
